objectid,cod_favela,nome,situacao,cod_comple,complexo,data_cadas,cod_bairro,bairro,cod_ra,ra,cod_rp,rp,cod_ap,pop_sabren,dom_sabren,fonte,upp,sabrengisadminLim_Favelas_2019area,Shape__Area,Shape__Length
112,1017,"Ladeira dos Tabajaras, nº 256",1,2019,Morro dos Cabritos,2009/01/15 03:00:00+00,24,Copacabana,5,Copacabana,2.1,Zona Sul,2,77,25,IPP com base em IBGE - Censo Demográfico 2010,Tabajaras / Cabritos,6451.47985038,6451.48124210356,553.11369643545
113,1016,Vila Presidencial Quiririm,1,2099,Rua Luiz Beltrão,2009/01/15 03:00:00+00,125,Vila Valqueire,16,Jacarepaguá,4.1,Jacarepaguá,4,112,41,IBGE - Censo Demográfico 2010,N,6100.63302235,6100.63302230783,372.960209202512
114,1015,"Rua Jangada, nº 230",2,0,Isolada,2009/01/15 03:00:00+00,72,Vila Kosmos,14,Irajá,3.3,Madureira,3,120,41,IPP com base em IBGE - Censo Demográfico 2010,N,3025.0106487,3025.01064865098,434.786108947314
115,1014,"Rua Jangada, L21fds",2,0,Isolada,2009/01/15 03:00:00+00,72,Vila Kosmos,14,Irajá,3.3,Madureira,3,114,35,IPP com base em IBGE - Censo Demográfico 2010,N,2081.45583833,2081.4558383268,213.126938915968
116,1013,"Avenida Automóvel Clube, nº 5.002",2,0,Isolada,2009/01/15 03:00:00+00,72,Vila Kosmos,14,Irajá,3.3,Madureira,3,36,13,IPP com base em IBGE - Censo Demográfico 2010,N,1548.45305514,1548.45305514259,208.984225520654
117,1012,Comunidade Luz Divina,2,0,Isolada,2009/01/15 03:00:00+00,130,Vargem Pequena,24,Barra da Tijuca,4.2,Barra da Tijuca,4,118,31,IPP com base em IBGE - Censo Demográfico 2010,N,3672.72873031,3672.72876595746,415.290658315486
118,1011,"Rua Zenitildes Alves Meira, nº L33",2,0,Isolada,2009/01/15 03:00:00+00,131,Vargem Grande,24,Barra da Tijuca,4.2,Barra da Tijuca,4,35,8,IPP com base em IBGE - Censo Demográfico 2010,N,1615.89012368,1615.89081810291,314.414853658667
119,1010,Comunidade Novo Lar,2,0,Isolada,2009/01/15 03:00:00+00,130,Vargem Pequena,24,Barra da Tijuca,4.2,Barra da Tijuca,4,274,82,IBGE - Censo Demográfico 2010,N,20932.2493872,20932.2486491876,1310.58154415257
120,1009,Rocha Miranda,2,0,Isolada,2009/01/15 03:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,75,26,IPP com base em IBGE - Censo Demográfico 2010,N,7528.20210662,7528.20210663881,368.392430146372
121,1008,Beco da Coruja,2,0,Isolada,2009/01/15 03:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,193,60,IBGE - Censo Demográfico 2010,N,5731.09131626,5731.09131630599,452.462898205925
122,1007,Lote 1.000,2,0,Isolada,2009/01/15 03:00:00+00,122,Taquara,16,Jacarepaguá,4.1,Jacarepaguá,4,590,192,IBGE - Censo Demográfico 2010,N,19860.7832297,19860.7859102395,656.784631166377
123,1006,Estrada Meringuava,2,0,Isolada,2009/01/15 03:00:00+00,122,Taquara,16,Jacarepaguá,4.1,Jacarepaguá,4,77,19,IPP com base em IBGE - Censo Demográfico 2010,N,1299.63084808,1299.63084808169,152.83079291693
124,1005,Comunidade Corumau,1,2100,Shangrilá,2009/01/15 03:00:00+00,122,Taquara,16,Jacarepaguá,4.1,Jacarepaguá,4,1667,542,IBGE - Censo Demográfico 2010,N,28491.6796276,28491.6796277484,651.275578860012
125,1004,"Estrada do Boiúna, nº 1.118",2,0,Isolada,2009/01/15 03:00:00+00,122,Taquara,16,Jacarepaguá,4.1,Jacarepaguá,4,123,33,IBGE - Censo Demográfico 2010,N,6468.12589451,6468.12589452688,496.310089020696
126,1003,"Estrada do Boiúna, nº 2.354",2,0,Isolada,2009/01/15 03:00:00+00,122,Taquara,16,Jacarepaguá,4.1,Jacarepaguá,4,140,51,IBGE - Censo Demográfico 2010,N,11819.4477184,11819.4475380934,991.862337229089
127,1002,Mina,2,0,Isolada,2009/01/15 03:00:00+00,150,Sepetiba,19,Santa Cruz,5.3,Santa Cruz,5,264,78,IBGE - Censo Demográfico 2010,N,13761.2690313,13761.2690312029,505.715508749657
128,1001,Morro da Faxina,2,0,Isolada,2009/01/15 03:00:00+00,150,Sepetiba,19,Santa Cruz,5.3,Santa Cruz,5,147,47,IBGE - Censo Demográfico 2010,N,11271.891599,11271.8915989616,483.12338145381
129,1000,"Rua da Vala do Major Freitas, nº 329",2,0,Isolada,2009/01/15 03:00:00+00,150,Sepetiba,19,Santa Cruz,5.3,Santa Cruz,5,120,36,IBGE - Censo Demográfico 2010,N,7010.47682078,7010.47682079723,426.825971144316
130,999,Rua da Vala do Major Freitas,2,0,Isolada,2009/01/15 03:00:00+00,150,Sepetiba,19,Santa Cruz,5.3,Santa Cruz,5,221,63,IBGE - Censo Demográfico 2010,N,26107.3287518,26107.328145856,1012.0279693764
131,998,Marcondes da Luz,1,2127,Marcondes da Luz,2009/01/15 03:00:00+00,145,Senador Vasconcelos,18,Campo Grande,5.2,Campo Grande,5,438,147,IBGE - Censo Demográfico 2010,N,26287.3093119,26287.309311876,704.835495749048
132,997,"Avenida Joaquim Magalhães, nº 499",1,2127,Marcondes da Luz,2009/01/15 03:00:00+00,145,Senador Vasconcelos,18,Campo Grande,5.2,Campo Grande,5,82,24,IBGE - Censo Demográfico 2010,N,2709.92235918,2709.92235918389,215.157114492304
133,996,Caruba,2,0,Isolada,2009/01/15 03:00:00+00,145,Senador Vasconcelos,18,Campo Grande,5.2,Campo Grande,5,139,42,IPP com base em IBGE - Censo Demográfico 2010,N,3800.08953358,3800.08953375809,722.874372433254
134,995,Serra Verde,2,0,Isolada,2009/01/15 03:00:00+00,145,Senador Vasconcelos,18,Campo Grande,5.2,Campo Grande,5,266,88,IBGE - Censo Demográfico 2010,N,18064.5571241,18064.5580470289,1110.81058709891
135,994,Estrada Duarte Nunes (em frente ao nº 97),1,2127,Marcondes da Luz,2009/01/15 03:00:00+00,145,Senador Vasconcelos,18,Campo Grande,5.2,Campo Grande,5,209,59,IBGE - Censo Demográfico 2010,N,12915.3028332,12915.3028332293,701.393147065425
136,993,"Rua São Francisco Xavier, nº 749",2,0,Isolada,2009/01/15 03:00:00+00,57,São Francisco Xavier,13,Méier,3.2,Méier,3,74,25,IPP com base em IBGE - Censo Demográfico 2010,N,3142.05282013,3142.0528200693,347.852970449448
137,992,Rua Bartolomeu Gusmão,1,2009,Mangueira (RA - São Cristóvão),2009/01/15 03:00:00+00,10,Imperial de São Cristóvão,7,São Cristóvão,1.1,Centro,1,428,117,IBGE - Censo Demográfico 2010,Mangueira,16036.7486734,16036.7515243998,924.857671371819
138,991,Vila Miséria,2,0,Isolada,2009/01/15 03:00:00+00,10,Imperial de São Cristóvão,7,São Cristóvão,1.1,Centro,1,724,233,IBGE - Censo Demográfico 2010,Mangueira,21937.9242169,21937.9232469967,1539.37863786005
139,990,Estrada do Lameirão,2,0,Isolada,2009/01/15 03:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,124,34,IPP com base em IBGE - Censo Demográfico 2010,N,7202.57726463,7202.57726463258,723.451772101741
140,989,Rua Paulo Martins (próxima ao Lt 12 - Qd B),2,0,Isolada,2009/01/15 03:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,69,21,IPP com base em IBGE - Censo Demográfico 2010,N,918.64193367,918.641933615332,180.875881991331
141,988,Rua Anes Dias,1,2118,Fazenda Coqueiro,2009/01/15 03:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,252,80,IPP com base em IBGE - Censo Demográfico 2010,N,30548.2000086,30548.2010400676,1640.54194337332
142,987,Estrada da Posse,2,0,Isolada,2009/01/15 03:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,134,43,IPP com base em IBGE - Censo Demográfico 2010,N,7446.10069588,7446.10069585226,378.318711125549
143,986,Vila Santa Bárbara,2,0,Isolada,2009/01/15 03:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,168,41,IPP com base em IBGE - Censo Demográfico 2010,Fallet / Fogueteiro - Coroa,3079.50519949,3079.50523880344,253.509659794606
144,985,Estrada Joaquim Mamede,2,0,Isolada,2009/01/15 03:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,158,65,IPP com base em IBGE - Censo Demográfico 2010,Turano,4468.65464399,4468.65535717028,288.000783241179
145,984,Bairro Canaã,1,2134,Bairro Canaã,2009/01/15 03:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,355,107,IBGE - Censo Demográfico 2010,N,57374.0633603,57374.0639557965,1745.89852977005
146,982,Conjunto Antares (Rua Cybber Porto de Mendonça),1,2137,Pantanal (RA - Santa Cruz),2009/01/15 03:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,318,107,IBGE - Censo Demográfico 2010,N,7950.80686326,7950.79717381809,2769.45439017739
147,981,Jardim Coqueiral,1,2138,Saquaçu,2009/01/15 03:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,522,130,IBGE - Censo Demográfico 2010,N,94050.5002946,94050.4996813006,2099.0349958034
148,980,Rio - Santos,2,0,Isolada,2009/01/15 03:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,136,37,IPP com base em IBGE - Censo Demográfico 2010,N,10125.207541,10125.2075409789,525.38537832725
149,979,Comunidade Jardim da Vitória,2,0,Isolada,2009/01/15 03:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,1085,313,IBGE - Censo Demográfico 2010,N,125664.912582,125664.912581939,2178.1251473241
150,978,Nova Palestina,1,2134,Bairro Canaã,2009/01/15 03:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,325,109,IBGE - Censo Demográfico 2010,N,15038.3562313,15038.3562312758,627.924687713765
151,976,Matinha (RA - Rocinha),2,0,Isolada,2009/01/15 03:00:00+00,154,Rocinha,27,Rocinha,2.1,Zona Sul,2,195,52,IBGE - Censo Demográfico 2010,N,1693.03759511,1693.0375951052,245.460938265636
152,974,Avenida Guiomar Novaes,2,0,Isolada,2009/01/15 03:00:00+00,132,Recreio dos Bandeirantes,24,Barra da Tijuca,4.2,Barra da Tijuca,4,119,40,IBGE - Censo Demográfico 2010,N,1394.44008351,1394.44008353032,212.56430560021
153,973,"Estrada do Pontal, nº 3.561",2,0,Isolada,2009/01/15 03:00:00+00,132,Recreio dos Bandeirantes,24,Barra da Tijuca,4.2,Barra da Tijuca,4,43,12,IPP com base em IBGE - Censo Demográfico 2010,N,1544.76631546,1544.76631550548,169.330552010989
154,972,Canecão,2,0,Isolada,2009/01/15 03:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,226,67,IBGE - Censo Demográfico 2010,N,16839.8756742,16839.8805837495,1931.42565565437
155,971,"Rua Duarte Coelho de Albuquerque, nº 184",2,0,Isolada,2009/01/15 03:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,806,242,IBGE - Censo Demográfico 2010,Batan,41210.2048059,41210.2074923827,1722.94494202297
156,970,Avenida Brasil (Bairro Batam),2,0,Isolada,2009/01/15 03:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,221,66,IPP com base em IBGE - Censo Demográfico 2010,Batan,6416.17891857,6416.17891860062,351.792486649529
157,969,"Rua Itaporanga, nº 175",1,2109,Batam,2009/01/15 03:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,291,89,IPP com base em IBGE - Censo Demográfico 2010,Batan,4771.65340217,4771.65340219441,278.696723617868
158,968,Vila Alzira,1,2115,Vila São Miguel,2009/01/15 03:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,149,48,IPP com base em IBGE - Censo Demográfico 2010,N,3425.31434615,3425.31434616893,371.420631963055
159,967,Solar dos Teixeiras,2,0,Isolada,2009/01/15 03:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,845,264,IPP com base em IBGE - Censo Demográfico 2010,N,35915.4674226,35915.4674223933,1079.58990439578
160,966,Parque Carumbé,2,0,Isolada,2009/01/15 03:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,397,120,IBGE - Censo Demográfico 2010,N,7797.74735624,7797.74735643453,455.430564036721
161,965,"Rua Euclides Roxo, nº 365",2,0,Isolada,2009/01/15 03:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,134,42,IPP com base em IBGE - Censo Demográfico 2010,N,19054.590979,19054.5909789698,1215.69754540665
162,964,"Rua Felizardo Fortes, nº 276",2,0,Isolada,2009/01/15 03:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,375,97,IBGE - Censo Demográfico 2010,N,1699.80259764,1699.80259761232,165.195833671587
163,963,Uga-Uga,2,0,Isolada,2009/01/15 03:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,408,137,IBGE - Censo Demográfico 2010,N,1505.27660185,1505.27581808933,197.847270618614
164,962,Avenida Brasil,1,2027,Parque Itambé,2009/01/15 03:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,1602,492,IBGE - Censo Demográfico 2010,N,16306.0092845,16306.0092844606,666.595223413038
165,961,Avenida Teixeira de Castro,1,2027,Parque Itambé,2009/01/15 03:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,802,265,IBGE - Censo Demográfico 2010,N,2378.34525614,2378.34525610189,221.397969057686
166,960,Amigos da Aerobita,1,2090,Barão,2009/01/15 03:00:00+00,124,Praça Seca,16,Jacarepaguá,4.1,Jacarepaguá,4,119,31,IPP com base em IBGE - Censo Demográfico 2010,N,13430.2810837,13430.2826074362,1005.69586483572
167,959,"Rua Jerônimo Pinto, nº 942",2,0,Isolada,2009/01/15 03:00:00+00,124,Praça Seca,16,Jacarepaguá,4.1,Jacarepaguá,4,0,0, ,N,7858.10521932,7858.10398606352,849.100060688266
168,958,Vila Operária Luiz Carlos Prestes,2,0,Isolada,2009/01/15 03:00:00+00,69,Piedade,13,Méier,3.2,Méier,3,237,74,IPP com base em IBGE - Censo Demográfico 2010,N,4796.11577853,4796.11577845025,291.928289059495
169,957,Inácio Dias (RA - Méier),2,0,Isolada,2009/01/15 03:00:00+00,69,Piedade,13,Méier,3.2,Méier,3,167,54,IPP com base em IBGE - Censo Demográfico 2010,N,1665.13302891,1665.13302889265,197.851516117812
170,956,Rua Nossa Senhora da Penha,2,0,Isolada,2009/01/15 03:00:00+00,44,Penha Circular,11,Penha,3.5,Penha,3,11,3,IPP com base em IBGE - Censo Demográfico 2010,N,1007.74800999,1007.74800995722,314.756191058956
171,948,Rua Moença,2,0,Isolada,2009/01/15 03:00:00+00,121,Pechincha,16,Jacarepaguá,4.1,Jacarepaguá,4,577,212,IPP com base em IBGE - Censo Demográfico 2010,N,10974.8697444,10974.8697444877,644.45558588054
172,947,Morada do Sol,2,0,Isolada,2009/01/15 03:00:00+00,121,Pechincha,16,Jacarepaguá,4.1,Jacarepaguá,4,442,151,IBGE - Censo Demográfico 2010,N,7454.14053308,7454.14053304238,395.173932144916
173,946,Monte Sinai,1,2076,Chico Mendes (Morro do Chapadão),2009/01/15 03:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,227,70,IBGE - Censo Demográfico 2010,N,11799.219991,11799.2199911935,559.989354264652
174,945,Cabo Otávio,1,2076,Chico Mendes (Morro do Chapadão),2009/01/15 03:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,167,47,IPP com base em IBGE - Censo Demográfico 2010,N,4150.43225192,4150.43225191422,439.847759413857
175,944,Nova Conquista (RA - Pavuna),1,2076,Chico Mendes (Morro do Chapadão),2009/01/15 03:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,612,165,IBGE - Censo Demográfico 2010,N,17976.0867916,17976.0867916035,750.632280111008
176,943,Vila Modelo - Rua Alfredo Cabuçu,1,2080,Quitanda,2009/01/15 03:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,148,45,IPP com base em IBGE - Censo Demográfico 2010,N,1394.26872161,1394.26872165943,151.801583039466
177,942,Rua Ribatejo (em frente ao nº 245),2,0,Isolada,2009/01/15 03:00:00+00,76,Irajá,14,Irajá,3.3,Madureira,3,54,16,IPP com base em IBGE - Censo Demográfico 2010,N,1909.65841032,1909.6584102703,264.996790289551
178,941,Estrada do Murundu,2,0,Isolada,2009/01/15 03:00:00+00,140,Padre Miguel,17,Bangu,5.1,Bangu,5,213,66,IBGE - Censo Demográfico 2010,N,9452.73862922,9452.73991544461,649.190146062004
179,940,Rua Francisco Real,2,0,Isolada,2009/01/15 03:00:00+00,140,Padre Miguel,17,Bangu,5.1,Bangu,5,481,146,IPP com base em IBGE - Censo Demográfico 2010,N,7953.40604684,7953.40604687272,361.613728379682
180,939,Sapé,2,0,Isolada,2009/01/15 03:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,224,73,IPP com base em IBGE - Censo Demográfico 2010,N,8738.37220072,8738.37212638097,569.396958211407
181,938,Rua Pistóia,1,2137,Pantanal (RA - Santa Cruz),2009/01/15 03:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,98,27,IPP com base em IBGE - Censo Demográfico 2010,N,3268.25728475,3268.25673353388,310.176775295431
182,937,1º de Abril - Gouveia,1,2136,Nova Jersei,2009/01/15 03:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,180,46,IBGE - Censo Demográfico 2010,N,16035.399494,16035.3971970231,785.954001451616
183,936,"Rua Pereira de Figueiredo, nº 630",2,0,Isolada,2009/01/15 03:00:00+00,88,Oswaldo Cruz,15,Madureira,3.3,Madureira,3,103,32,IPP com base em IBGE - Censo Demográfico 2010,N,1031.4630237,1031.46302374095,155.375791311912
184,935,Rua São Lourenço,2,0,Isolada,2009/01/15 03:00:00+00,88,Oswaldo Cruz,15,Madureira,3.3,Madureira,3,129,41,IPP com base em IBGE - Censo Demográfico 2010,N,3431.48265838,3431.4826584599,860.464802614664
185,934,Beco Enedina,2,0,Isolada,2009/01/15 03:00:00+00,88,Oswaldo Cruz,15,Madureira,3.3,Madureira,3,259,80,IBGE - Censo Demográfico 2010,N,8429.09240781,8429.09240778119,388.31558680257
186,933,Condomínio Mandela,2,0,Isolada,2009/01/15 03:00:00+00,88,Oswaldo Cruz,15,Madureira,3.3,Madureira,3,123,41,IPP com base em IBGE - Censo Demográfico 2010,N,6144.68344665,6144.68344676944,339.189059098813
187,932,Rua Mira,2,0,Isolada,2009/01/15 03:00:00+00,42,Olaria,10,Ramos,3.1,Ramos,3,0,0, ,Vila Cruzeiro,11485.7710261,11485.7710260767,1071.09828839508
188,931,Maré (Rua Guilherme Frota),2,0,Isolada,2009/01/15 03:00:00+00,157,Maré,30,Complexo da Maré,3.1,Ramos,3,273,94,IPP com base em IBGE - Censo Demográfico 2010,Maré,1292.1988964,1292.19889639852,185.638963487473
189,930,Vitória de Manguinhos,1,2026,Manguinhos,2009/01/15 03:00:00+00,39,Manguinhos,10,Ramos,3.1,Ramos,3,1277,368,IPP com base em IBGE - Censo Demográfico 2010,Manguinhos - Arará/Mandela,6001.86487009,6001.86487009788,608.411478948441
190,929,"Rua Bonina, nº 511",1,2111,Quatorze de Julho,2009/01/15 03:00:00+00,138,Magalhães Bastos,33,Realengo,5.1,Bangu,5,64,24,IPP com base em IBGE - Censo Demográfico 2010,N,2459.89587276,2459.89587272667,219.156069610714
191,928,"Rua Bonina, nº 381",1,2111,Quatorze de Julho,2009/01/15 03:00:00+00,138,Magalhães Bastos,33,Realengo,5.1,Bangu,5,222,79,IPP com base em IBGE - Censo Demográfico 2010,N,5756.69881445,5756.69881443733,303.237384502395
192,890,Pingo d'Água,2,0,Isolada,2009/01/15 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,389,126,IPP com base em IBGE - Censo Demográfico 2010,N,35227.2881447,35227.2881447927,949.652190713541
193,889,Estrada da Pedra X,2,0,Isolada,2009/01/15 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,92,28,IPP com base em IBGE - Censo Demográfico 2010,N,2989.89605889,2989.89605894825,274.967746192874
194,888,Estrada da Pedra IX,2,0,Isolada,2009/01/15 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,109,33,IPP com base em IBGE - Censo Demográfico 2010,N,8355.93917328,8355.93917331709,448.542024339586
195,887,Estrada da Pedra VIII,2,0,Isolada,2009/01/15 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,113,30,IBGE - Censo Demográfico 2010,N,9535.54240468,9535.5424045284,383.625885695244
196,886,Travessa Natal,2,0,Isolada,2009/01/15 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,12,5,IPP com base em IBGE - Censo Demográfico 2010,N,2784.953059,2784.95305903209,209.431999907476
197,885,Estrada da Pedra VII,2,0,Isolada,2009/01/15 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,51,17,IPP com base em IBGE - Censo Demográfico 2010,N,2732.56519836,2732.56588110491,224.19926286509
198,884,Morro da Foice,2,0,Isolada,2009/01/15 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,366,106,IPP com base em IBGE - Censo Demográfico 2010,N,33911.6193844,33911.6175203215,2142.96781876154
199,883,Avenida Gaspar Lemos (próxima ao nº 11),2,0,Isolada,2009/01/15 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,144,45,IPP com base em IBGE - Censo Demográfico 2010,N,1367.14638545,1367.14638542713,155.860697430992
200,882,Estrada da Pedra VI,2,0,Isolada,2009/01/15 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,78,28,IPP com base em IBGE - Censo Demográfico 2010,N,11033.8281041,11033.8281043979,573.518079287205
201,881,Estrada da Pedra V,2,0,Isolada,2009/01/15 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,70,20,IPP com base em IBGE - Censo Demográfico 2010,N,6841.81881764,6841.81881773196,473.258397512743
202,880,Estrada da Pedra IV,2,0,Isolada,2009/01/15 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,173,47,IBGE - Censo Demográfico 2010,N,10096.8919444,10096.8919443665,575.807772986867
203,879,Estrada da Pedra III,2,0,Isolada,2009/01/15 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,111,42,IPP com base em IBGE - Censo Demográfico 2010,N,4144.77959339,4144.77959333274,307.681424995213
204,878,Estrada da Pedra II,2,0,Isolada,2009/01/15 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,65,21,IBGE - Censo Demográfico 2010,N,10234.9806426,10234.9806427322,536.058891173786
205,877,Estrada da Pedra I,2,0,Isolada,2009/01/15 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,105,30,IBGE - Censo Demográfico 2010,N,21483.0223143,21483.0223741011,1974.26833205473
206,876,"Rua Moisés, nº 87",2,0,Isolada,2009/01/15 03:00:00+00,120,Freguesia (Jacarepaguá),16,Jacarepaguá,4.1,Jacarepaguá,4,587,172,IBGE - Censo Demográfico 2010,Cidade de Deus,9165.03005461,9165.02949271504,581.757913837066
207,875,Pantanal,1,2096,Inácio do Amaral,2009/01/15 03:00:00+00,120,Freguesia (Jacarepaguá),16,Jacarepaguá,4.1,Jacarepaguá,4,191,62,IBGE - Censo Demográfico 2010,Cidade de Deus,10205.7635407,10205.7635406315,763.053481711055
208,874,Comunidade São João dos Operários,1,2066,"Rua Budapeste, nº 66",2009/01/15 03:00:00+00,98,Freguesia (Ilha do Governador),20,Ilha do Governador,3.7,Ilha do Governador,3,392,135,IPP com base em IBGE - Censo Demográfico 2010,N,9397.15170841,9397.1517086698,806.99039756249
209,872,Travessa Miguel Rangel,2,0,Isolada,2009/01/15 03:00:00+00,81,Engenheiro Leal,15,Madureira,3.3,Madureira,3,229,78,IPP com base em IBGE - Censo Demográfico 2010,N,3627.07713839,3627.07713841348,291.363373346668
210,871,Moquiço (RA - Bangu),1,2059,Vila Eugênia,2009/01/15 03:00:00+00,134,Deodoro,33,Realengo,5.1,Bangu,5,539,172,IPP com base em IBGE - Censo Demográfico 2010,N,3835.2641273,3835.26412725393,326.434188703963
211,870,Rua André Rocha,2,0,Isolada,2009/01/15 03:00:00+00,119,Curicica,16,Jacarepaguá,4.1,Jacarepaguá,4,145,50,IBGE - Censo Demográfico 2010,N,5662.72230453,5662.72230450808,313.62859823463
212,869,Vila União (RA - Jacarepaguá),1,2103,Vila União da Curicica,2009/01/15 03:00:00+00,119,Curicica,16,Jacarepaguá,4.1,Jacarepaguá,4,1095,349,IBGE - Censo Demográfico 2010,N,21181.7925829,21181.792583037,685.74956928098
